temperature,humidity,rainfall,soil_quality,fertilizer,crop_yield
31.3,40.7,215.3,3.53,77.1,53.12
29.6,40.9,411.1,7.08,147.8,57.58
32.1,71.7,165.6,3.72,83.3,47.64
27.2,66.6,111.1,9.65,126.2,68.83
26.0,62.3,174.0,7.53,100.7,70.52
25.3,76.5,353.7,6.89,83.3,58.12
29.7,36.0,393.9,4.38,151.7,47.52
19.6,51.3,95.8,6.61,79.3,51.82
35.4,81.6,298.7,5.4,142.8,41.69
33.7,89.6,276.9,7.73,5.8,42.32
23.0,61.3,317.5,7.23,105.2,59.98
28.3,39.9,318.4,6.5,145.9,60.37
18.2,82.9,433.8,4.77,143.9,39.54
37.4,88.1,188.6,6.68,77.6,50.87
35.8,59.8,169.9,6.23,75.5,48.03
36.2,49.6,282.5,8.96,129.7,50.44
22.6,37.6,221.8,9.26,53.6,74.14
18.9,70.5,239.5,8.31,149.9,56.57
19.9,89.6,77.7,5.24,40.1,39.64
17.1,75.7,109.3,3.27,11.9,26.63
17.8,54.0,424.1,9.48,123.5,48.69
16.6,73.6,77.3,9.94,64.8,45.7
37.8,84.9,286.1,3.89,56.9,22.85
16.7,63.5,351.8,7.8,51.3,41.23
18.0,84.2,54.7,5.98,156.9,46.15
34.0,58.5,139.1,4.04,91.5,40.18
28.3,55.9,200.8,9.99,158.7,79.55
32.8,70.0,252.7,9.53,55.0,48.24
29.5,62.9,186.6,9.88,66.2,76.3
35.3,93.6,309.6,4.01,33.9,32.94
29.7,66.0,140.6,6.44,68.9,54.64
27.0,58.1,60.2,9.27,9.9,52.88
31.4,58.7,50.6,7.73,0.1,44.87
25.3,67.9,188.2,6.04,72.5,71.45
23.0,56.3,194.7,6.62,119.4,71.01
25.8,78.4,429.4,3.27,69.9,51.75
18.9,57.8,67.9,7.28,82.9,49.71
33.3,58.0,262.0,9.02,71.3,51.18
21.0,72.0,281.1,3.02,84.3,45.92
18.5,38.7,329.7,4.12,124.1,37.91
20.7,74.3,305.5,6.63,128.6,48.76
34.4,65.3,53.3,6.93,134.1,48.05
22.6,62.2,302.7,5.4,34.0,51.71
30.8,78.2,179.0,3.2,73.3,54.73
34.7,80.5,359.1,8.21,133.0,47.88
16.8,85.8,125.3,4.7,150.7,38.23
32.6,57.5,336.5,7.51,86.9,50.21
22.1,54.6,300.2,6.91,78.9,55.39
20.0,77.9,310.9,6.02,122.3,49.97
30.8,69.9,120.4,7.13,158.7,62.48
35.9,72.9,317.7,7.87,68.1,40.39
21.8,68.3,344.8,7.01,26.4,59.61
28.1,81.4,245.8,6.9,133.5,58.03
21.7,46.4,186.1,6.05,113.7,65.19
27.7,68.3,116.6,6.01,23.2,49.71
29.3,44.5,166.0,6.44,51.8,57.94
29.0,59.4,355.5,6.16,88.5,58.36
29.3,74.8,213.8,6.07,117.0,67.41
18.1,64.6,331.1,4.47,124.9,45.03
31.0,57.8,346.0,8.07,24.9,49.34
30.5,88.1,319.7,3.93,34.7,36.72
30.7,81.4,319.4,9.36,119.1,60.47
16.7,66.6,294.3,7.37,18.6,39.51
25.3,92.0,257.4,3.34,79.7,49.99
24.4,60.5,129.1,7.61,87.4,60.07
17.0,82.3,387.1,5.53,54.3,38.86
20.1,45.1,435.7,9.51,127.4,53.65
25.1,52.1,236.6,9.55,8.9,64.39
32.1,55.3,423.3,8.92,124.4,58.31
20.5,41.3,449.2,6.97,103.4,56.22
34.1,65.1,244.5,9.43,81.2,57.0
27.6,46.5,339.7,7.55,139.6,61.87
32.5,73.1,307.5,9.13,32.4,50.22
25.9,46.4,144.9,4.12,128.1,54.74
26.5,42.4,68.8,9.33,30.0,58.8
29.3,93.1,231.3,7.63,158.5,66.23
36.3,74.5,364.9,5.12,5.2,30.38
26.3,91.2,180.1,9.98,88.5,76.05
27.2,64.4,363.8,7.81,26.9,55.33
28.8,37.0,311.9,9.36,65.3,63.36
32.0,69.5,328.2,3.04,23.7,36.62
16.7,68.5,164.3,6.87,31.0,46.76
26.9,35.9,238.0,7.99,9.8,56.44
26.1,86.7,122.7,3.1,1.3,42.28
36.2,72.2,148.6,8.34,115.1,50.84
26.4,79.7,85.9,7.56,72.6,58.49
25.8,64.6,100.7,4.92,7.3,46.18
37.1,72.1,134.2,7.82,150.2,41.7
25.4,50.4,282.1,3.92,106.5,56.53
19.2,93.4,226.5,8.77,42.3,56.62
20.0,59.0,156.8,9.06,70.2,53.98
17.2,44.7,394.4,6.4,78.3,39.39
15.0,38.4,260.1,6.55,91.2,41.09
24.9,73.2,419.2,5.81,137.2,62.77
32.7,94.0,304.0,5.42,94.4,43.36
31.9,88.7,56.3,9.11,156.6,56.68
15.7,77.1,415.4,5.13,116.3,41.08
28.1,94.4,393.0,5.82,158.2,62.25
18.5,78.4,304.1,5.1,88.1,38.93
36.6,55.4,263.9,7.6,108.6,41.81
18.8,71.1,231.2,8.7,118.1,56.56
29.4,39.8,242.9,4.15,120.8,55.13
22.5,48.3,357.7,4.78,3.9,43.53
29.8,60.1,255.3,3.73,20.4,45.85
24.5,47.1,120.4,4.12,36.4,49.7
32.5,92.2,73.3,5.85,43.4,41.99
20.3,94.7,100.5,8.43,144.9,53.89
35.8,57.3,150.6,6.79,115.6,47.45
26.5,77.6,197.1,3.37,22.9,58.95
32.4,59.5,407.0,7.38,68.2,48.54
34.5,43.4,145.6,8.57,38.9,40.93
38.0,55.2,177.8,5.75,132.8,48.5
20.2,49.0,139.2,4.72,146.8,46.51
21.6,54.7,268.3,8.35,26.3,55.55
20.8,47.9,296.8,3.17,66.7,41.91
21.0,41.7,262.9,8.71,152.5,55.79
28.4,48.0,430.7,8.63,105.1,61.05
37.9,89.3,448.2,9.22,138.9,49.93
37.8,40.1,385.0,3.63,57.2,25.61
27.1,54.5,372.1,3.75,33.6,47.56
29.7,66.7,196.4,9.11,110.6,75.51
34.8,56.3,281.9,6.33,22.0,36.05
36.5,66.1,190.6,5.75,134.4,55.31
19.7,37.6,363.7,7.01,120.8,48.71
27.2,73.9,118.7,3.41,48.8,50.68
34.2,68.8,136.7,7.51,79.8,46.85
22.0,75.9,65.5,9.62,127.9,61.27
25.1,69.0,293.6,7.73,149.6,60.1
37.7,61.3,325.4,6.25,56.3,37.79
37.7,56.0,51.3,9.73,126.4,42.46
35.8,48.6,254.3,7.82,31.1,38.59
33.4,65.0,200.7,3.4,144.6,56.88
21.2,36.6,367.0,7.69,109.8,56.98
22.4,54.7,65.6,3.42,24.4,50.25
27.6,75.7,69.4,5.15,118.4,55.37
27.9,41.5,298.1,7.31,115.8,57.14
26.6,38.8,286.7,4.51,118.8,56.24
29.6,74.1,382.4,3.27,55.2,51.16
24.4,58.9,286.9,7.33,118.4,65.8
32.2,83.1,429.7,5.0,132.3,42.96
22.7,91.2,175.8,6.73,55.5,60.36
22.6,92.4,209.2,4.83,33.3,61.87
17.9,60.5,441.1,7.81,142.1,51.46
19.3,50.9,93.0,9.27,99.3,54.82
34.6,71.5,368.4,3.61,73.7,35.36
25.3,72.7,54.6,8.5,140.8,66.69
20.2,72.3,244.6,4.09,21.8,44.76
32.5,54.3,111.4,5.31,129.7,43.9
27.7,38.8,289.5,5.5,78.5,57.92
15.5,47.6,369.3,4.44,6.8,31.9
22.3,44.3,63.2,3.53,155.6,46.88
19.1,42.4,115.5,8.38,124.5,53.37
30.1,90.6,187.0,8.56,34.4,67.31
21.3,35.8,152.3,9.98,147.8,63.67
16.5,71.1,203.3,9.54,149.7,68.25
16.3,91.8,430.7,6.04,128.1,40.26
28.4,56.6,90.5,3.93,20.3,47.95
15.5,66.6,219.3,3.07,29.8,32.43
34.5,76.7,232.8,6.72,120.6,53.19
18.6,54.0,162.1,9.02,146.2,59.0
29.0,63.7,161.4,4.88,34.4,57.26
25.2,84.0,335.9,4.39,73.7,50.49
25.2,79.7,297.1,6.07,24.8,55.97
16.7,83.5,375.1,9.25,76.5,49.17
33.5,94.2,212.0,6.16,102.8,54.15
35.5,57.2,292.7,8.06,3.0,41.34
15.3,79.8,407.4,6.24,102.9,41.02
19.1,71.2,390.5,5.61,102.4,40.96
35.8,75.0,418.0,6.09,72.8,41.16
27.6,79.4,157.6,8.38,143.3,64.06
18.5,80.0,444.2,8.28,21.6,39.05
19.7,88.1,376.6,6.02,8.2,40.81
30.2,56.0,367.9,4.87,79.3,49.39
31.7,74.2,317.0,3.97,85.3,48.18
28.8,51.8,443.3,3.01,42.7,46.42
36.9,70.7,226.6,3.79,153.9,45.78
26.4,80.1,346.6,4.15,40.6,52.23
21.9,82.5,329.5,7.83,43.2,55.72
26.0,60.2,342.8,8.73,129.8,63.32
23.3,65.5,350.6,8.16,147.7,63.0
20.2,55.0,126.3,8.06,85.8,52.08
16.1,45.1,189.6,9.96,3.0,55.34
23.1,50.6,206.9,9.74,56.9,74.92
31.4,89.7,349.2,4.88,35.8,40.57
15.4,53.5,336.5,4.02,81.8,33.62
25.1,93.5,383.3,4.07,109.2,57.82
29.8,49.5,365.4,9.27,62.8,53.39
29.0,78.4,288.4,3.72,86.0,51.69
32.9,69.4,106.0,5.38,121.6,49.54
33.6,76.8,304.2,6.71,39.4,43.71
31.4,73.6,404.8,7.29,31.4,53.82
17.4,77.4,307.3,7.17,128.9,48.26
25.9,89.3,408.3,8.5,5.9,57.05
28.9,68.8,449.6,7.0,24.1,51.98
20.6,39.1,193.7,8.96,2.0,62.14
16.0,51.2,339.3,3.59,88.9,36.43
20.1,77.5,266.0,9.01,96.0,54.87
25.5,64.6,232.0,7.13,85.0,64.64
24.5,67.9,145.9,4.56,66.3,51.38
19.1,70.8,148.4,9.84,84.6,55.54
34.0,58.0,124.0,9.58,31.0,43.07
36.3,81.4,302.6,8.92,132.2,45.24
19.6,78.4,106.8,9.38,156.9,48.52
36.4,77.9,222.6,5.67,86.5,49.59
15.4,77.9,259.3,4.59,59.9,38.15
36.3,88.4,225.3,4.28,126.7,44.24
36.9,70.7,392.0,9.12,30.9,46.96
15.3,93.0,227.3,8.79,51.3,52.06
32.5,42.2,83.1,9.87,150.4,56.45
37.3,72.9,446.9,8.94,29.8,40.46
35.8,78.0,388.0,7.43,17.9,36.75
37.3,63.6,314.0,4.0,87.4,36.48
27.7,52.3,352.5,4.15,94.0,52.95
16.8,68.0,101.3,6.32,95.5,44.16
34.5,56.9,356.4,8.37,26.3,44.72
29.1,89.5,133.1,4.21,115.4,50.41
29.1,56.4,245.6,9.41,38.8,63.93
24.6,45.5,121.2,7.79,151.7,61.51
28.2,69.6,351.5,5.19,36.5,51.86
18.5,58.8,148.4,9.2,2.8,43.2
32.0,40.8,151.3,7.19,90.9,50.05
16.7,68.9,93.7,8.13,32.5,48.18
31.8,67.3,338.2,5.7,100.6,46.32
34.5,45.4,168.3,5.75,36.7,44.36
25.9,70.9,257.3,3.09,68.5,50.84
26.7,69.0,182.9,6.77,28.7,60.59
22.2,81.4,359.9,8.33,68.6,58.0
37.3,56.7,140.6,9.78,21.8,40.82
31.9,49.9,426.3,9.25,54.1,53.33
23.5,92.1,178.5,3.61,31.8,57.62
19.0,68.7,91.5,9.86,130.6,56.11
20.1,36.6,146.1,4.05,116.7,45.28
25.7,84.2,79.6,3.29,26.7,45.01
36.7,46.8,237.5,8.24,13.3,43.44
31.9,82.2,150.1,9.34,4.1,48.89
20.0,77.3,404.4,9.65,36.3,46.05
34.8,93.1,256.9,8.77,76.8,48.56
23.7,92.9,143.3,4.43,64.0,54.04
34.6,51.5,230.5,4.08,155.4,49.61
20.6,81.0,128.4,3.41,126.8,50.78
29.2,54.0,121.5,7.07,12.5,53.22
36.3,72.8,170.3,6.41,25.4,43.89
20.9,70.9,93.3,3.76,4.3,42.29
30.9,38.3,125.5,6.25,22.1,42.46
37.7,35.3,425.2,6.97,84.7,33.66
18.5,38.5,316.7,8.06,12.3,40.09
17.0,42.7,418.4,5.9,9.6,37.8
30.5,50.5,152.7,5.23,18.9,44.51
22.8,89.4,392.8,7.66,107.1,58.95
16.6,66.1,194.9,7.79,3.1,53.93
25.9,82.8,107.7,4.89,155.1,57.62
32.3,85.3,371.9,3.14,60.9,34.9
21.6,79.1,73.9,9.62,53.9,57.82
22.7,58.5,211.9,8.29,76.0,69.93
34.5,86.8,377.7,4.41,82.9,42.5
27.0,79.5,296.9,6.96,67.2,61.54
34.4,79.6,257.2,7.16,77.8,43.63
25.3,89.1,191.5,3.88,54.4,68.43
36.9,70.9,80.0,4.34,51.5,34.4
30.0,66.7,446.4,9.7,4.4,50.08
17.7,88.4,119.9,6.56,107.5,43.22
35.4,62.3,152.1,4.34,98.8,44.74
26.3,83.7,144.4,8.58,107.0,62.27
18.3,38.2,413.2,6.29,150.6,44.4
18.5,35.1,355.5,7.47,75.7,41.22
30.8,66.7,232.9,5.08,141.1,52.99
16.1,39.4,432.2,3.41,71.0,29.99
21.6,93.6,71.1,4.15,76.4,42.27
18.2,35.3,407.5,9.81,101.3,48.84
25.1,78.1,74.2,7.37,34.5,61.84
24.5,49.6,206.5,8.82,34.8,72.68
27.0,93.1,71.6,3.15,81.6,52.23
21.4,57.9,449.6,8.36,11.0,53.79
15.7,36.6,415.8,6.39,37.9,32.43
29.1,36.6,283.9,7.66,126.9,55.68
23.6,68.2,137.1,5.51,74.2,57.4
30.0,94.2,160.7,7.35,4.3,49.21
17.5,93.8,229.8,3.25,9.7,37.2
15.3,55.2,179.1,3.32,147.1,49.23
20.7,64.0,58.5,8.59,153.1,53.31
25.5,41.0,312.5,3.87,102.6,52.13
24.1,66.3,295.4,3.1,29.6,46.86
33.6,71.0,411.7,9.39,58.9,48.21
23.7,50.1,240.7,4.86,48.9,52.43
27.2,71.7,187.9,7.08,125.6,72.42
28.7,89.0,254.6,8.87,85.9,61.3
15.5,35.1,127.9,8.22,124.7,44.16
26.8,48.7,300.2,3.33,57.7,52.7
22.9,47.6,358.0,6.93,139.1,57.62
24.7,42.4,111.4,6.79,68.7,60.26
17.3,45.0,177.4,5.45,66.8,45.87
33.0,72.6,397.1,8.27,78.3,46.44
36.7,41.2,252.2,9.75,94.7,46.44
15.5,79.3,262.7,4.03,143.1,38.08
28.8,88.2,339.0,4.02,73.2,51.63
32.6,90.6,281.2,8.14,148.8,55.33
21.6,74.6,77.8,6.18,63.0,51.44
33.1,46.8,371.6,8.57,51.9,49.7
29.5,40.1,419.1,3.99,47.2,49.59
36.4,48.9,71.3,3.28,3.4,24.41
37.6,92.7,98.5,7.89,135.9,41.63
16.0,92.7,330.8,9.96,12.7,48.81
25.2,57.9,291.8,3.66,53.5,53.66
27.6,54.5,203.0,9.05,40.1,75.83
18.4,65.6,265.7,5.7,119.1,48.07
22.7,52.5,331.3,3.12,149.2,46.04
37.7,93.8,251.8,6.57,130.7,38.6
15.4,48.3,106.1,4.95,51.2,31.27
25.4,57.1,85.8,7.85,72.9,62.53
34.4,60.8,225.5,5.01,39.5,44.44
22.4,42.5,419.2,6.37,147.8,55.42
26.0,58.0,273.1,4.4,19.0,49.37
37.5,86.4,193.3,8.8,152.3,53.75
25.9,43.4,413.5,9.48,130.2,68.47
18.0,70.0,205.5,5.82,113.9,52.97
16.2,59.4,253.7,6.14,123.8,41.09
36.7,45.2,96.6,9.88,54.3,40.61
21.1,35.7,345.0,3.99,47.3,39.72
26.6,51.4,330.1,8.66,61.0,62.39
17.1,38.7,367.7,6.97,29.1,41.57
24.7,57.6,180.1,9.17,119.4,71.08
36.4,83.6,224.4,5.05,76.0,42.66
26.6,78.2,117.3,5.07,141.7,52.63
37.3,91.8,435.8,5.28,140.5,35.38
21.0,60.6,84.4,3.12,24.9,40.32
26.6,77.5,309.6,4.19,35.0,52.68
34.8,74.9,332.1,9.96,65.7,42.89
25.3,48.0,113.1,4.74,19.0,51.38
21.4,53.2,196.1,3.14,110.3,57.18
34.7,66.8,67.3,4.95,118.0,38.12
24.0,82.8,272.6,5.86,115.4,57.09
27.2,62.7,448.0,6.83,75.2,61.14
37.5,48.7,222.0,3.48,134.9,42.78
19.3,94.6,446.0,8.53,96.9,47.05
21.9,41.9,100.5,8.78,159.0,58.71
15.7,92.4,207.0,4.49,130.5,47.69
24.0,83.5,410.8,8.59,115.6,64.21
19.6,85.3,400.7,5.53,19.7,43.0
30.6,82.7,179.4,5.96,133.2,64.32
19.2,47.5,321.4,9.55,48.9,50.09
30.5,73.0,404.5,9.24,67.0,60.42
21.1,80.4,356.8,5.63,74.0,45.58
23.2,79.7,301.4,6.42,53.0,58.63
23.0,51.3,111.0,5.01,17.4,44.57
31.5,45.9,79.2,6.61,31.9,40.05
25.7,54.7,295.8,7.77,128.6,67.12
23.3,63.8,250.1,3.65,104.4,51.51
34.6,69.4,145.2,9.44,150.9,52.64
28.2,85.2,167.1,8.03,131.4,63.73
19.9,81.1,206.8,3.68,64.4,60.85
35.7,75.6,248.2,9.08,125.8,54.86
22.9,50.8,206.1,8.21,92.2,77.05
15.9,63.7,204.9,5.19,45.8,50.05
26.4,55.1,96.3,6.65,156.0,63.98
17.9,49.1,396.2,9.02,148.6,50.24
20.5,35.6,293.7,9.78,18.0,53.32
32.2,55.4,108.4,4.97,134.3,45.5
18.0,50.4,219.5,7.55,12.4,54.79
33.6,69.3,216.7,9.02,148.6,62.17
36.5,38.7,290.2,9.92,99.9,45.64
29.0,51.2,293.5,3.5,26.7,43.88
31.3,37.7,308.1,6.53,130.8,51.04
31.4,73.5,329.2,9.12,82.5,54.53
37.8,69.1,91.3,3.02,9.5,27.65
22.9,55.2,172.0,6.06,127.7,61.72
18.7,43.8,56.9,7.09,126.1,49.68
26.9,92.5,231.9,6.69,77.1,67.17
27.3,70.1,221.8,8.13,117.0,72.96
19.1,75.7,343.7,3.46,6.4,40.09
29.1,66.9,116.8,8.5,50.9,61.57
15.3,83.4,302.6,4.98,107.7,43.03
36.3,88.8,172.7,8.77,36.9,47.71
21.1,58.0,202.8,5.94,72.1,58.98
15.9,76.4,337.7,3.3,149.1,33.64
17.5,48.8,78.6,9.75,132.3,49.33
20.5,74.1,187.1,8.46,89.3,63.76
21.3,58.9,206.5,5.43,92.3,57.69
15.8,35.4,336.3,4.89,141.9,40.06
21.4,92.3,129.7,7.12,138.1,48.75
19.4,87.1,429.0,9.91,14.1,50.69
23.7,52.5,449.1,5.03,74.5,59.41
23.9,94.9,377.6,9.64,30.5,56.36
22.8,54.0,169.9,5.31,13.3,54.71
22.5,62.5,315.5,7.93,46.8,54.95
17.1,86.1,83.3,5.67,97.7,42.6
15.6,53.3,398.5,3.6,127.1,32.17
19.6,62.0,256.4,9.55,146.0,56.99
32.4,74.9,120.6,4.15,67.7,44.93
37.8,42.8,181.0,9.61,67.6,53.45
36.4,60.3,370.3,3.72,24.5,26.05
26.6,53.6,398.1,4.87,31.2,55.2
27.2,75.6,257.9,9.45,16.4,56.63
22.2,43.2,242.1,7.61,156.1,60.4
32.8,49.0,350.3,4.33,20.4,38.55
32.6,77.7,380.5,7.14,121.1,50.04
34.4,44.4,355.9,4.26,50.8,42.67
35.6,60.3,203.8,9.12,85.9,63.2
25.0,77.8,306.8,3.35,139.6,53.04
32.6,80.9,392.9,6.71,149.8,50.52
33.5,40.7,110.7,3.44,38.4,34.91
22.1,86.1,205.3,7.87,145.8,71.35
36.4,78.4,72.6,9.55,40.3,44.16
17.2,55.4,213.6,8.82,128.8,59.63
37.9,80.8,358.9,5.6,2.4,30.55
32.7,78.7,128.8,4.66,85.6,41.5
17.1,71.1,266.8,3.85,116.1,33.44
30.1,68.5,64.6,9.12,134.2,64.27
15.8,79.1,409.1,3.57,134.6,34.06
32.7,95.0,378.0,7.4,47.8,45.18
33.4,69.7,259.8,5.57,136.5,43.98
28.9,83.5,332.3,9.97,51.8,58.6
34.7,79.7,91.6,6.56,37.4,36.39
17.3,86.3,388.1,6.84,0.2,38.32
21.3,92.3,336.1,9.43,37.7,56.9
24.5,46.6,98.0,9.79,19.0,59.71
16.0,44.9,442.3,7.09,108.0,40.61
25.3,70.2,59.0,8.57,23.2,54.5
21.1,62.0,301.4,7.44,93.7,56.62
24.0,69.2,118.7,5.99,20.2,50.47
24.8,82.9,337.7,3.4,112.7,49.39
35.2,90.9,78.2,8.02,45.7,41.32
21.2,60.0,82.4,7.9,49.4,51.9
35.6,78.1,236.5,3.82,102.5,36.24
24.8,46.8,447.6,4.61,150.2,51.86
22.5,67.1,160.6,8.12,158.7,65.17
26.6,36.3,295.0,4.05,57.2,48.8
24.6,65.2,257.4,7.84,151.4,65.96
20.9,67.7,386.8,8.03,98.0,55.78
26.6,79.1,165.4,5.47,145.0,65.99
18.5,74.0,272.0,4.81,4.5,33.11
23.1,56.5,430.2,5.61,5.3,48.7
28.0,35.3,183.0,5.51,11.9,60.92
24.5,41.9,225.8,7.25,128.7,66.25
33.9,93.4,405.5,8.21,22.1,44.84
20.9,90.3,183.0,9.03,28.3,57.1
37.3,54.5,202.3,3.21,93.7,44.41
33.0,50.5,171.6,8.09,153.2,52.93
37.3,61.2,373.8,5.2,90.7,35.39
34.3,76.4,422.2,8.87,117.2,49.24
18.3,56.4,302.4,3.53,30.0,37.02
27.1,39.0,299.5,6.86,146.3,59.43
18.9,59.2,206.0,6.84,8.9,53.12
33.8,50.6,55.0,5.29,45.3,34.65
28.4,54.5,119.6,9.79,72.6,59.74
21.1,44.8,109.0,3.75,36.2,42.26
36.4,74.5,96.4,3.95,106.2,38.38
17.6,66.6,311.6,7.51,108.6,46.05
28.0,51.3,104.5,6.6,33.9,57.45
31.6,68.2,84.3,4.85,1.4,37.46
16.4,64.6,203.0,5.13,11.9,46.41
28.8,82.8,149.6,4.1,0.1,44.4
33.8,92.4,108.3,9.07,144.9,54.59
16.6,42.8,108.5,6.99,99.5,42.6
26.8,88.0,152.5,4.71,22.1,46.3
20.9,77.3,264.7,5.75,14.8,46.99
30.2,76.6,353.2,9.35,130.8,65.63
17.7,57.5,391.1,9.21,129.8,50.31
36.6,55.6,350.6,3.48,148.4,33.1
35.6,35.3,301.3,7.58,25.5,40.16
19.3,93.9,413.0,4.07,83.6,45.64
22.4,71.4,257.9,4.48,19.4,48.94
28.5,59.1,303.3,9.05,127.3,59.43
31.5,67.6,214.6,9.27,66.0,68.85
25.2,37.4,181.0,3.58,111.3,63.59
18.6,45.4,182.7,9.12,4.9,51.75
17.4,72.4,109.3,8.1,124.5,51.58
38.0,65.9,368.6,8.43,36.7,41.58
25.5,82.2,72.1,8.54,134.8,68.05
35.1,74.5,319.9,6.55,29.7,35.46
26.1,71.1,395.8,9.63,126.4,68.64
36.2,83.9,249.0,4.4,21.5,29.84
17.0,39.1,78.1,6.53,106.1,42.64
17.6,76.5,221.4,5.23,124.7,55.44
36.4,77.9,187.3,8.76,61.8,51.55
36.8,51.5,444.2,3.58,39.1,26.53
22.2,46.7,326.5,6.04,55.1,53.38
23.2,47.8,338.5,8.41,47.5,57.18
25.4,46.9,256.3,5.19,101.3,60.38
24.6,66.4,333.8,4.68,7.1,46.93
19.4,43.1,339.0,4.84,6.6,36.67
35.7,74.6,76.5,8.0,46.0,43.84
20.8,41.3,139.0,5.01,44.3,44.9
31.2,36.6,55.2,5.82,28.3,38.65
16.5,54.2,253.9,6.82,114.7,52.26
15.9,46.5,400.3,9.59,3.8,40.59
30.0,94.3,293.8,8.56,147.9,54.31
22.8,53.2,250.1,4.3,121.2,54.36
30.1,48.3,420.4,9.18,64.5,58.55
17.2,46.8,118.9,8.91,137.4,51.42
36.8,57.4,79.8,8.22,98.9,46.82
32.2,71.4,416.9,6.62,91.2,48.37
35.2,81.9,411.1,3.49,50.1,28.09
18.1,56.9,323.2,7.98,106.1,49.84
22.4,72.6,148.4,6.63,22.4,47.09
23.5,63.9,437.9,5.17,84.0,58.05
27.4,85.8,356.1,3.07,18.6,43.37
21.8,69.1,319.6,4.62,71.2,50.77
16.4,52.4,139.2,7.24,98.6,41.94
23.5,77.2,255.2,3.79,24.9,46.11
20.9,84.2,379.0,7.59,35.5,46.72
23.9,62.9,394.1,8.74,130.1,66.35
19.5,94.2,274.6,5.23,40.9,38.67
21.0,87.7,259.1,3.57,15.3,41.55
29.4,46.8,329.1,3.98,52.9,45.34
23.9,82.2,261.3,5.51,149.6,56.44
22.9,71.1,217.1,8.69,111.0,72.62
27.3,67.1,84.2,7.44,92.1,61.9
32.8,65.8,100.4,9.08,134.5,52.05
23.7,86.2,354.1,9.96,105.6,66.36
28.5,71.7,59.9,4.42,129.8,53.48
37.2,67.3,70.9,7.86,105.1,45.32
27.0,37.9,411.9,6.27,138.3,58.48
35.9,61.9,331.6,6.45,99.8,43.67
33.3,89.5,51.7,5.28,42.4,37.96
16.4,77.7,174.8,5.4,6.6,38.3
24.9,38.1,355.3,7.73,16.9,55.95
31.1,88.0,217.0,7.35,82.0,60.94
37.7,84.6,237.5,5.23,155.5,45.4
25.5,67.8,233.5,3.83,121.5,60.71
17.1,36.3,130.9,7.05,124.1,39.86
27.9,68.7,338.6,8.18,106.2,61.03
17.9,38.3,91.2,6.91,144.6,42.35
32.3,54.2,252.9,3.03,117.7,45.99
26.7,72.7,118.0,4.98,41.3,55.27
31.6,89.8,68.6,8.45,79.9,51.98
35.0,56.5,107.3,8.2,64.7,45.6
29.5,86.6,397.7,3.07,26.5,42.3
29.1,90.1,120.5,6.29,35.6,53.08
32.4,36.3,161.3,6.06,45.6,47.86
34.4,49.4,105.2,7.57,27.8,43.06
35.0,77.6,344.2,3.87,34.8,32.59
15.8,80.4,228.2,7.35,146.6,48.77
27.8,58.5,427.5,9.63,54.9,64.79
20.0,74.4,315.7,5.6,132.4,52.7
34.8,71.7,262.6,5.36,10.3,38.28
29.9,79.4,312.7,3.2,157.1,52.79
24.7,78.1,66.2,3.4,122.4,53.53
19.3,40.2,430.3,9.52,145.1,51.17
22.8,44.5,432.6,9.83,84.1,59.03
31.2,43.0,160.5,3.04,101.5,50.45
19.7,90.9,301.3,9.3,57.7,45.62
17.2,89.8,130.8,4.22,69.1,40.0
35.4,82.8,269.0,6.93,120.1,41.16
32.6,42.0,358.3,7.75,8.0,48.19
19.6,69.5,425.9,5.51,5.8,39.65
21.7,46.2,185.7,6.7,140.0,68.05
37.4,57.1,327.4,7.39,17.6,43.03
31.3,51.0,336.6,4.36,115.4,45.89
29.0,84.7,138.5,9.96,31.9,58.04
22.1,43.7,301.6,4.43,58.6,44.99
21.9,73.8,312.2,3.07,47.0,41.02
15.9,94.0,355.6,9.61,78.5,44.33
31.8,76.2,450.0,6.0,132.3,48.17
16.0,39.8,66.1,5.79,140.1,36.22
15.1,89.5,130.9,4.93,35.5,31.49
31.8,73.6,108.0,3.18,54.0,41.71
36.8,62.4,111.8,4.85,133.9,36.1
32.4,74.6,231.7,5.75,14.3,46.03
25.8,87.7,401.4,6.64,18.7,57.42
26.2,63.6,229.5,6.2,76.7,61.21
25.0,66.9,317.4,9.15,126.4,71.92
22.5,62.1,200.6,9.38,53.8,71.54
27.0,39.4,177.9,5.22,11.1,58.68
24.9,82.2,383.7,9.72,154.9,70.23
28.8,42.6,312.2,9.05,150.2,66.89
35.7,58.7,190.4,9.49,104.3,62.87
37.9,58.2,415.7,7.94,109.1,41.24
16.8,51.8,249.4,4.39,149.4,38.41
23.8,59.2,125.3,4.37,103.0,52.52
19.2,72.1,243.3,9.36,126.1,62.22
23.1,53.7,319.9,6.55,74.2,54.38
21.6,45.4,196.8,9.23,36.5,69.14
19.0,87.2,387.5,8.04,133.2,47.2
32.6,93.2,263.3,4.49,109.5,39.67
26.4,62.5,237.1,5.69,46.3,59.65
36.1,54.6,393.5,9.77,99.7,47.2
15.7,37.8,235.2,3.14,130.6,37.44
16.5,37.2,215.8,8.0,43.3,47.54
24.3,58.6,91.5,9.85,122.9,66.53
16.8,90.8,195.0,3.73,11.6,47.3
21.0,78.8,208.8,4.9,100.0,58.95
37.7,56.0,122.2,6.83,159.8,44.19
